t_epoch,robot,topic
1786621553.658076,2,camera
1786621553.659611,1,scan
1786621553.700630,3,camera
1786621553.741186,2,camera
1786621553.743166,2,scan
1786621553.744050,1,camera
1786621553.757109,3,scan
1786621553.759907,1,scan
1786621553.809161,3,camera
1786621553.844932,2,scan
1786621553.853617,2,camera
1786621553.858186,3,scan
1786621553.861293,1,scan
1786621553.861853,1,camera
1786621553.906556,3,camera
1786621553.944644,2,scan
1786621553.947317,2,camera
1786621553.957970,3,scan
1786621553.960298,1,scan
1786621553.961222,1,camera
1786621554.007076,3,camera
1786621554.045056,2,scan
1786621554.058903,3,scan
1786621554.059784,2,camera
1786621554.061310,1,scan
1786621554.075154,1,camera
1786621554.111626,3,camera
1786621554.144128,2,scan
1786621554.146164,2,camera
1786621554.151364,1,camera
1786621554.156980,3,scan
1786621554.159358,1,scan
1786621554.201372,3,camera
1786621554.239063,2,camera
1786621554.242917,2,scan
1786621554.246498,1,camera
1786621554.257519,3,scan
1786621554.259614,1,scan
1786621554.308446,3,camera
1786621554.344984,2,scan
1786621554.351772,2,camera
1786621554.357978,3,scan
1786621554.360429,1,scan
1786621554.361826,1,camera
1786621554.408389,3,camera
1786621554.444280,2,scan
1786621554.450759,2,camera
1786621554.457455,3,scan
1786621554.458236,1,camera
1786621554.459480,1,scan
1786621554.515470,3,camera
1786621554.544435,2,scan
1786621554.550285,2,camera
1786621554.558206,3,scan
1786621554.558738,1,camera
1786621554.560256,1,scan
1786621554.594171,3,camera
1786621554.644149,2,scan
1786621554.648766,2,camera
1786621554.657762,3,scan
1786621554.660075,1,scan
1786621554.661632,1,camera
1786621554.708972,3,camera
1786621554.744321,2,scan
1786621554.750422,2,camera
1786621554.758609,3,scan
1786621554.760571,1,scan
1786621554.761871,1,camera
1786621554.806395,3,camera
1786621554.838456,2,camera
1786621554.842971,2,scan
1786621554.844386,1,camera
1786621554.857291,3,scan
1786621554.860242,1,scan
1786621554.911471,3,camera
1786621554.944232,2,scan
1786621554.947464,2,camera
1786621554.957877,3,scan
1786621554.959893,1,camera
1786621554.960305,1,scan
1786621555.006985,3,camera
1786621555.045777,2,scan
1786621555.054667,2,camera
1786621555.059282,3,scan
1786621555.061540,1,scan
1786621555.069949,1,camera
1786621555.107855,3,camera
1786621555.140437,2,camera
1786621555.143369,2,scan
1786621555.151076,1,camera
1786621555.156834,3,scan
1786621555.159365,1,scan
1786621555.208839,3,camera
1786621555.243843,2,scan
1786621555.244370,2,camera
1786621555.247790,1,camera
1786621555.257358,3,scan
1786621555.259825,1,scan
1786621555.309223,3,camera
1786621555.344151,2,scan
1786621555.348527,2,camera
1786621555.357905,3,scan
1786621555.360632,1,scan
1786621555.363182,1,camera
1786621555.408185,3,camera
1786621555.444144,2,scan
1786621555.447983,2,camera
1786621555.457543,3,scan
1786621555.460040,1,scan
1786621555.462856,1,camera
1786621555.506755,3,camera
1786621555.544674,2,scan
1786621555.551014,2,camera
1786621555.558170,3,scan
1786621555.560055,1,scan
1786621555.564074,1,camera
1786621555.606689,3,camera
1786621555.644317,2,scan
1786621555.650420,2,camera
1786621555.657889,3,scan
1786621555.660349,1,scan
1786621555.661216,1,camera
1786621555.705692,3,camera
1786621555.744573,2,scan
1786621555.750571,2,camera
1786621555.757663,3,scan
1786621555.759710,1,camera
1786621555.760031,1,scan
1786621555.809115,3,camera
1786621555.844505,2,scan
1786621555.847990,2,camera
1786621555.857573,3,scan
1786621555.859511,1,camera
1786621555.859762,1,scan
1786621555.901283,3,camera
1786621555.939512,2,camera
1786621555.943002,2,scan
1786621555.945457,1,camera
1786621555.957246,3,scan
1786621555.959645,1,scan
1786621556.009427,3,camera
1786621556.044641,2,scan
1786621556.058105,2,camera
1786621556.058863,3,scan
1786621556.061269,1,scan
1786621556.067033,1,camera
1786621556.107812,3,camera
1786621556.141999,2,camera
1786621556.144044,2,scan
1786621556.148663,1,camera
1786621556.157598,3,scan
1786621556.159457,1,scan
1786621556.197258,3,camera
1786621556.239467,2,camera
1786621556.243261,2,scan
1786621556.246326,1,camera
1786621556.257334,3,scan
1786621556.259910,1,scan
1786621556.311118,3,camera
1786621556.344556,2,scan
1786621556.350554,2,camera
1786621556.357850,3,scan
1786621556.360161,1,camera
1786621556.360625,1,scan
1786621556.406421,3,camera
1786621556.444264,2,scan
1786621556.450505,2,camera
1786621556.458107,3,scan
1786621556.459905,1,scan
1786621556.460555,1,camera
1786621556.510277,3,camera
1786621556.544223,2,scan
1786621556.548754,2,camera
1786621556.558182,3,scan
1786621556.560069,1,scan
1786621556.561113,1,camera
1786621556.611825,3,camera
1786621556.644742,2,scan
1786621556.649303,2,camera
1786621556.657856,3,scan
1786621556.660393,1,camera
1786621556.661238,1,scan
1786621556.709396,3,camera
1786621556.744227,2,scan
1786621556.750083,2,camera
1786621556.758097,3,scan
1786621556.759385,1,camera
1786621556.760170,1,scan
1786621556.806596,3,camera
1786621556.844796,2,scan
1786621556.850419,2,camera
1786621556.858932,3,scan
1786621556.860099,1,scan
1786621556.864640,1,camera
1786621556.905530,3,camera
1786621556.944166,2,scan
1786621556.952088,2,camera
1786621556.958108,3,scan
1786621556.959895,1,scan
1786621556.960464,1,camera
1786621557.007658,3,camera
1786621557.045084,2,scan
1786621557.059034,3,scan
1786621557.061458,1,scan
1786621557.061915,2,camera
1786621557.067845,1,camera
1786621557.100650,3,camera
1786621557.138350,2,camera
1786621557.142907,2,scan
1786621557.144509,1,camera
1786621557.157057,3,scan
1786621557.159196,1,scan
1786621557.204226,3,camera
1786621557.239543,2,camera
1786621557.243145,2,scan
1786621557.245506,1,camera
1786621557.257184,3,scan
1786621557.259536,1,scan
1786621557.307368,3,camera
1786621557.344678,2,scan
1786621557.350476,2,camera
1786621557.358002,3,scan
1786621557.359477,1,camera
1786621557.359872,1,scan
1786621557.404945,3,camera
1786621557.444292,2,scan
1786621557.454131,2,camera
1786621557.457936,3,scan
1786621557.460118,1,scan
1786621557.464291,1,camera
1786621557.510304,3,camera
1786621557.544159,2,scan
1786621557.548844,2,camera
1786621557.557839,3,scan
1786621557.560477,1,scan
1786621557.562468,1,camera
1786621557.607936,3,camera
1786621557.644641,2,scan
1786621557.647788,2,camera
1786621557.657573,3,scan
1786621557.659679,1,scan
1786621557.660181,1,camera
1786621557.706730,3,camera
1786621557.744285,2,scan
1786621557.749514,2,camera
1786621557.758044,3,scan
1786621557.760192,1,scan
1786621557.764030,1,camera
1786621557.812061,3,camera
1786621557.844299,2,scan
1786621557.848033,2,camera
1786621557.857749,3,scan
1786621557.859565,1,camera
1786621557.860347,1,scan
1786621557.909553,3,camera
1786621557.944420,2,scan
1786621557.947257,2,camera
1786621557.958022,3,scan
1786621557.960450,1,scan
1786621557.964126,1,camera
1786621558.007261,3,camera
1786621558.044737,2,scan
1786621558.055319,2,camera
1786621558.058896,3,scan
1786621558.061152,1,scan
1786621558.072465,1,camera
1786621558.115169,3,camera
1786621558.143377,2,scan
1786621558.144734,2,camera
1786621558.148293,1,camera
1786621558.157129,3,scan
1786621558.159425,1,scan
1786621558.197760,3,camera
1786621558.244452,2,scan
1786621558.249211,2,camera
1786621558.256625,1,camera
1786621558.257198,3,scan
1786621558.259428,1,scan
1786621558.309834,3,camera
1786621558.344259,2,scan
1786621558.349199,2,camera
1786621558.357800,3,scan
1786621558.359248,1,camera
1786621558.359780,1,scan
1786621558.408460,3,camera
1786621558.444934,2,scan
1786621558.449974,2,camera
1786621558.457808,3,scan
1786621558.460328,1,scan
1786621558.461654,1,camera
1786621558.508175,3,camera
1786621558.544344,2,scan
1786621558.549400,2,camera
1786621558.556798,1,camera
1786621558.557517,3,scan
1786621558.559862,1,scan
1786621558.608650,3,camera
1786621558.644533,2,scan
1786621558.648152,2,camera
1786621558.657519,1,camera
1786621558.657986,3,scan
1786621558.659782,1,scan
1786621558.705470,3,camera
1786621558.744065,2,scan
1786621558.747894,2,camera
1786621558.758291,3,scan
1786621558.759845,1,scan
1786621558.760657,1,camera
1786621558.809982,3,camera
1786621558.844373,2,scan
1786621558.848080,2,camera
1786621558.858080,3,scan
1786621558.858618,1,camera
1786621558.859859,1,scan
1786621558.907338,3,camera
1786621558.944462,2,scan
1786621558.948587,2,camera
1786621558.959286,3,scan
1786621558.960157,1,scan
1786621558.962435,1,camera
1786621559.008766,3,camera
1786621559.045035,2,scan
1786621559.058861,3,scan
1786621559.060149,2,camera
1786621559.062505,1,scan
1786621559.071092,1,camera
1786621559.107372,3,camera
1786621559.143526,2,scan
1786621559.144526,2,camera
1786621559.151849,1,camera
1786621559.156875,3,scan
1786621559.159354,1,scan
1786621559.193975,3,camera
1786621559.237281,2,camera
1786621559.243024,2,scan
1786621559.246722,1,camera
1786621559.257214,3,scan
1786621559.259760,1,scan
1786621559.312912,3,camera
1786621559.345031,2,scan
1786621559.348778,2,camera
1786621559.358279,3,scan
1786621559.358974,1,camera
1786621559.360444,1,scan
1786621559.407378,3,camera
1786621559.444632,2,scan
1786621559.447913,2,camera
1786621559.458269,3,scan
1786621559.460599,1,scan
1786621559.463940,1,camera
1786621559.506963,3,camera
1786621559.544156,2,scan
1786621559.547780,2,camera
1786621559.558138,3,scan
1786621559.560463,1,scan
1786621559.563030,1,camera
1786621559.606145,3,camera
1786621559.644122,2,scan
1786621559.649837,2,camera
1786621559.657849,3,scan
1786621559.659660,1,camera
1786621559.660408,1,scan
1786621559.703523,3,camera
1786621559.744158,2,scan
1786621559.752239,2,camera
1786621559.757623,3,scan
1786621559.758068,1,camera
1786621559.760035,1,scan
1786621559.810277,3,camera
1786621559.844447,2,scan
1786621559.849895,2,camera
1786621559.857776,3,scan
1786621559.858667,1,camera
1786621559.859887,1,scan
1786621559.907469,3,camera
1786621559.944178,2,scan
