t_epoch,robot,topic
1786642158.163030,1,camera
1786642158.168317,1,scan
1786642158.171546,3,camera
1786642158.177496,3,scan
1786642158.220546,2,scan
1786642158.263415,2,camera
1786642158.268188,1,scan
1786642158.273416,3,camera
1786642158.277770,3,scan
1786642158.279977,1,camera
1786642158.321288,2,scan
1786642158.347390,2,camera
1786642158.363604,1,camera
1786642158.367992,3,camera
1786642158.368224,1,scan
1786642158.377469,3,scan
1786642158.420909,2,scan
1786642158.457282,2,camera
1786642158.468443,1,scan
1786642158.471431,1,camera
1786642158.476636,3,camera
1786642158.477829,3,scan
1786642158.520800,2,scan
1786642158.555073,2,camera
1786642158.568342,1,scan
1786642158.570031,1,camera
1786642158.577618,3,scan
1786642158.583336,3,camera
1786642158.620880,2,scan
1786642158.654809,2,camera
1786642158.668436,1,scan
1786642158.669794,1,camera
1786642158.673777,3,camera
1786642158.678094,3,scan
1786642158.720833,2,scan
1786642158.754531,2,camera
1786642158.769014,1,scan
1786642158.770887,1,camera
1786642158.774573,3,camera
1786642158.778024,3,scan
1786642158.820864,2,scan
1786642158.854746,2,camera
1786642158.868873,1,scan
1786642158.869721,1,camera
1786642158.873517,3,camera
1786642158.878105,3,scan
1786642158.920842,2,scan
1786642158.954819,2,camera
1786642158.968930,1,scan
1786642158.970118,1,camera
1786642158.976735,3,camera
1786642158.977567,3,scan
1786642159.020963,2,scan
1786642159.064037,2,camera
1786642159.069189,1,scan
1786642159.078512,3,scan
1786642159.082545,1,camera
1786642159.094987,3,camera
1786642159.121017,2,scan
1786642159.153965,2,camera
1786642159.167446,3,camera
1786642159.168112,1,scan
1786642159.171979,1,camera
1786642159.177268,3,scan
1786642159.220630,2,scan
1786642159.250784,2,camera
1786642159.268124,1,scan
1786642159.271465,1,camera
1786642159.278060,3,scan
1786642159.284367,3,camera
1786642159.320864,2,scan
1786642159.358581,2,camera
1786642159.369076,1,scan
1786642159.370588,1,camera
1786642159.373554,3,camera
1786642159.377655,3,scan
